0.0106   -0.2365   -0.9716	-148.3377   -87.4032   1454.4481 	-163.3214   -191.1580   1089.5520
0.0151   0.3481   0.9373	27.5711   376.4379   2695.5972 	1.0304   260.1897   2371.0670
-0.0848   0.2434   0.9662	-443.9917   328.5291   2609.124	-19.5770   249.2816   2359.2656 
0.0730   -0.2442   -0.9670	-434.6476   326.6474   2610.413	-19.0721   252.2836   2352.7983 
-0.0466   -0.2142   -0.9757	-41.1290   104.7702   2094.1206	55.8631   100.5550   1847.5595 
-0.0395   -0.2114   -0.9766	-37.7415   104.5546   2091.3685	53.3033   110.2146   1862.1924 
-0.0413   -0.2084   -0.9772	-46.5244   108.0729   2089.4009	51.8541   106.2059   1863.4241 
-0.0429   -0.1891   -0.9810	-45.3949   46.3878   1640.5564	93.1123   -36.8261   1295.2053 
0.0546   0.1961   0.9791	-39.6642   49.3387   1644.5153 	86.9561   -35.6908   1318.6483 
0.0579   0.1910   0.9799	-43.9953   43.1565   1642.8771	88.3740   -39.5121   1320.8708 
0.0358   0.0727   0.9967	-144.8760   -79.8172   1368.349	-146.2671   -154.2010   1056.2807
0.0349   0.0803   0.9962	-148.8872   -80.6084   1372.6249 	-144.5812   -156.1457   1061.1753
0.0343   0.0917   0.9952	-141.4953   -81.0106   1378.679	-146.3961   -156.7740   1066.7738
-0.0494   0.3063   0.9506	-207.4596   150.3381   2715.194	-260.4946   161.5160   2327.3235
0.0764   -0.3073   -0.9485	-256.7717   154.5830   2705.306	-262.0086   166.1750   2326.8519
-0.0376   0.3084   0.9505	-205.2581   156.1254   2721.3427	-272.9824   165.8601   2326.3290
-0.0050   0.3048   0.9524	-74.3831   8.9995   2170.4507 	-182.2659   -35.4769   1811.3817 
-0.0060   0.3115   0.9502	-82.8757   21.8392   2172.5677	-188.3498   -22.4244   1834.6342
-0.0097   0.3103   0.9506	-75.7605   15.2580   2171.9300	-186.3124   -16.6670   1848.6586 
0.0798   0.2322   0.9694	-72.4891   -90.3763   1703.3682	-87.8304   -200.1295   1227.0430
0.0906   0.2534   0.9631	-29.4764   -78.5989   1705.6252	-87.2415   -199.0962   1236.3995 
0.0596   0.2486   0.9668	-59.2704   -80.4112   1703.1024	-89.6229   -202.5794   1232.7632 
-0.0108   0.2277   0.9737	-157.6397   -98.0138   1451.687	-75.6027   -118.1327   966.0391 
-0.0154   0.2295   0.9732	-150.8482   -104.2281   1453.366	-58.7791   -118.6596   969.7345
0.0106   -0.2365   -0.9716	-148.3377   -87.4032   1454.448	-58.4744   -117.2943   972.6461 
0.0151   0.3481   0.9373	27.5711   376.4379   2695.5972	11.2752   63.9353   2365.0231
-0.0205   -0.3308   -0.9435	8.7564   356.3102   2683.7619 	-15.3851   53.7798   2368.9589 
-0.0079   -0.3265   -0.9452	7.8785   359.7499   2678.6274	-21.1864   44.5245   2362.9500
-0.0056   0.3523   0.9359	64.9322   221.7034   2172.2878	107.3112   -21.8005   1831.6598
-0.0015   -0.3735   -0.9276	65.1901   240.8707   2181.8741	109.7675   -25.3967   1822.2066 
0.0059   0.3676   0.9300	67.7362   231.0480   2181.3611	111.7753   -26.0047   1820.0340
-0.0126   -0.1861   -0.9825	114.6955   28.4357   1641.0106	-18.7727   -230.6458   1244.9347
-0.0084   -0.2121   -0.9772	105.9306   42.6108   1661.8652	-7.7757   -227.6434   1251.1453
-0.0029   0.2166   0.9763	98.9978   38.4072   1663.8463	0.3455   -226.8387   1252.2088 
0.0354   -0.1940   -0.9804	-140.2461   -94.2939   1407.505	-77.9132   -194.7240   1008.9372 
-0.0340   0.2011   0.9790	-137.1930   -90.4085   1411.5606 	-71.7451   -195.1894   1018.6391
-0.0327   0.2087   0.9774	-135.6862   -84.4471   1415.659	-68.6059   -195.4782   1025.2065 
-0.0433   0.3325   0.9421	-230.3203   287.6904   2691.3398	-124.9378   -104.7828   2358.8032
-0.0396   0.3356   0.9412	-227.9853   298.9920   2692.902	-134.4657   -98.0364   2363.4165
0.0495   -0.3382   -0.9398	-243.9975   290.7681   2692.9886	-143.5378   -98.6565   2372.8692 
-0.0411   0.2840   0.9580	-163.8570   80.0374   2175.3174	-79.9213   -272.5336   1826.4497 
-0.0311   0.3169   0.9480	-161.0778   101.1092   2199.1869	-33.0030   -270.0774   1837.3714 
0.0303   -0.3329   -0.9425	-156.8462   113.5364   2207.821	-6.2275   -263.1005   1866.9575 
0.0102   0.1882   0.9821	-58.6480   -118.5667   1608.075	-27.9446   -322.2152   1410.3333 
-0.0153   -0.1997   -0.9797	-57.0047   -114.5534   1616.121	-15.4346   -324.1850   1414.4855 
0.0117   0.1969   0.9803	-58.7212   -116.5856   1611.9157 	-8.9617   -321.4801   1414.7069 
-0.0228   0.1827   0.9829	-65.3543   -40.7457   1352.6969 	16.3784   -224.2367   1184.2970 
-0.0299   0.1902   0.9813	-52.6201   -28.3020   1353.8979 	19.6482   -234.7526   1187.0605 
0.1149   -0.2444   -0.9629	7.4027   -128.3736   1518.0272	26.6118   -230.2894   1190.9678 
